Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn,Calculated_Revenue
18521.0,2023-08-19 06:24:56,clothing,123,5,2292,credit card,45,1.0,emma jefferson,45,male,1,615
35354.0,2022-08-10 16:38:33,clothing,64,1,3818,cash,67,0.0,kyle brown,67,male,1,64
42004.0,2022-04-04 15:39:33,electronics,138,1,2055,credit card,51,1.0,richard serrano,51,male,0,138
29022.0,2023-02-22 01:00:12,books,36,4,3668,paypal,28,1.0,laura collins,28,female,0,144
45565.0,2023-03-12 09:05:01,electronics,234,5,1864,credit card,60,0.0,mary johnson,60,male,0,1170
18039.0,2020-03-22 01:00:26,books,208,1,2511,paypal,52,1.0,jasmine schaefer,52,male,1,208
10973.0,2021-09-12 14:24:28,electronics,239,5,245,cash,35,0.0,sonya glover,35,female,1,1195
47827.0,2020-05-06 17:18:23,clothing,351,1,4883,crypto,48,0.0,dr. victoria reeves,48,female,0,351
17852.0,2023-04-21 16:10:58,books,289,1,1117,credit card,44,1.0,jeffrey martin,44,male,0,289
12956.0,2021-01-06 08:25:33,electronics,76,5,1350,paypal,50,1.0,jennifer cook,50,male,1,380
37093.0,2022-03-24 00:33:31,home,141,3,2867,crypto,19,0.0,earl valentine,19,female,0,423
9852.0,2023-01-27 10:40:07,electronics,306,2,2891,credit card,26,0.0,jose hayden jr.,26,male,0,612
17139.0,2021-09-21 18:06:30,electronics,188,3,3581,paypal,70,1.0,james davis,70,female,0,564
25296.0,2022-10-25 18:22:32,books,365,4,421,paypal,29,0.0,katherine hill,29,male,1,1460
18555.0,2022-11-16 04:44:45,electronics,337,1,2426,credit card,44,1.0,john miller,44,male,0,337
20591.0,2023-04-12 19:00:17,electronics,166,5,443,paypal,39,1.0,anthony best,39,male,0,830
31689.0,2021-09-18 12:30:07,books,419,1,4100,cash,48,1.0,darlene garcia,48,female,0,419
45412.0,2020-04-20 23:12:46,electronics,338,5,4441,credit card,25,0.0,brittney chavez,25,male,0,1690
39835.0,2020-02-17 22:04:00,clothing,421,4,649,paypal,55,0.0,bethany sanchez,55,male,0,1684
20673.0,2020-03-11 08:56:48,electronics,447,4,4490,credit card,21,1.0,carmen casey,21,female,0,1788
13630.0,2021-07-22 11:27:00,clothing,307,3,725,cash,21,0.0,kimberly williams,21,female,1,921
25243.0,2022-05-14 13:44:26,books,423,3,3005,paypal,39,1.0,catherine eaton,39,male,0,1269
10185.0,2022-01-30 13:43:08,clothing,264,2,4430,credit card,40,0.0,angela weaver,40,female,0,528
28313.0,2021-01-15 08:07:38,home,277,2,1898,paypal,40,0.0,jacqueline allen,40,male,0,554
6267.0,2022-03-11 18:22:08,home,457,1,1989,credit card,39,0.0,jorge henderson,39,female,0,457
30626.0,2023-01-05 22:20:37,clothing,33,4,4665,credit card,25,0.0,amanda martin,25,female,0,132
24331.0,2022-07-17 10:51:09,books,212,2,4429,crypto,27,1.0,heather mendoza,27,female,0,424
34238.0,2020-05-08 16:06:02,clothing,161,2,1057,credit card,32,0.0,danielle jenkins,32,female,0,322
5892.0,2020-08-05 09:39:21,home,257,5,3907,crypto,27,0.0,dana cline,27,male,0,1285
32901.0,2022-04-24 19:04:09,clothing,207,1,1788,credit card,58,0.0,joshua hogan,58,male,1,207
18123.0,2023-01-29 10:31:01,books,273,5,5036,credit card,70,1.0,adam henderson,70,male,1,1365
9183.0,2021-12-10 18:11:36,clothing,427,4,2745,credit card,41,1.0,samantha taylor,41,male,1,1708
701.0,2021-02-12 04:44:00,books,492,3,504,credit card,28,1.0,raymond vasquez,28,female,0,1476
30361.0,2020-07-27 16:07:52,books,439,3,3521,credit card,57,1.0,daniel salazar,57,female,1,1317
14027.0,2022-04-09 21:39:46,home,69,5,857,credit card,26,0.0,steven diaz,26,female,0,345
44293.0,2023-06-26 11:03:53,home,211,5,3184,cash,22,0.0,marcus armstrong,22,female,0,1055
45362.0,2021-08-04 12:25:12,electronics,220,4,1233,cash,68,1.0,joshua patel,68,male,1,880
7117.0,2020-06-09 09:06:23,books,187,1,4727,cash,30,0.0,debbie crawford,30,female,1,187
3895.0,2023-01-17 22:29:04,books,150,1,1662,credit card,58,1.0,matthew lester,58,female,1,150
10587.0,2020-06-08 02:15:07,clothing,18,2,4517,cash,38,0.0,miguel cummings,38,male,0,36
48694.0,2020-05-03 08:51:28,clothing,253,3,400,cash,19,0.0,matthew stewart,19,male,0,759
4410.0,2021-07-01 15:44:38,clothing,257,2,1988,cash,18,0.0,ashley blair,18,male,0,514
18051.0,2022-05-07 03:51:38,books,220,1,1462,cash,50,0.0,kara walter,50,male,1,220
30477.0,2022-11-23 11:58:45,electronics,87,2,2433,paypal,66,1.0,joy taylor,66,female,0,174
11690.0,2022-03-16 10:03:11,electronics,30,3,380,crypto,52,0.0,virginia campbell,52,female,1,90
38382.0,2022-10-19 22:49:36,clothing,303,1,2259,paypal,29,0.0,timothy zimmerman,29,female,0,303
15582.0,2022-01-11 21:39:30,electronics,458,3,4045,credit card,45,1.0,james friedman,45,female,1,1374
4607.0,2021-07-03 10:35:14,electronics,285,4,2481,credit card,70,0.0,kelly hall,70,male,0,1140
10808.0,2023-07-07 17:03:38,electronics,495,5,3817,cash,61,0.0,kathryn hart,61,male,0,2475
30656.0,2022-03-18 14:11:31,home,265,5,2063,cash,29,1.0,micheal nelson,29,male,0,1325
17478.0,2020-10-06 00:05:55,electronics,26,4,4372,paypal,29,0.0,monica bryant,29,male,1,104
22987.0,2023-07-12 01:58:58,books,250,2,4534,paypal,31,0.0,mario clark,31,female,0,500
13283.0,2021-08-27 12:45:43,electronics,296,3,259,credit card,20,0.0,laurie meyer,20,female,0,888
49937.0,2020-06-23 22:41:05,clothing,213,1,594,credit card,65,1.0,mark valdez,65,male,1,213
13836.0,2021-07-09 23:55:38,home,491,3,3740,cash,45,0.0,brett higgins,45,male,1,1473
25998.0,2023-01-28 22:12:53,books,307,4,1943,credit card,32,1.0,ricky adams,32,female,0,1228
33670.0,2022-02-12 19:49:42,clothing,124,2,2582,credit card,51,0.0,barry marshall,51,female,0,248
28789.0,2020-04-03 14:46:15,electronics,390,3,1211,crypto,67,0.0,rebecca adams,67,female,0,1170
19516.0,2020-01-11 08:50:01,electronics,205,2,388,credit card,25,1.0,jennifer chavez,25,female,0,410
42730.0,2021-04-04 09:47:06,books,311,4,3532,paypal,66,1.0,sarah garcia,66,female,0,1244
38770.0,2021-07-08 10:59:46,electronics,375,1,4751,credit card,37,0.0,joseph turner,37,female,0,375
42199.0,2022-12-14 06:18:27,electronics,197,2,4784,cash,64,0.0,patrick medina,64,male,0,394
42497.0,2020-01-02 18:37:18,clothing,277,2,1431,crypto,36,1.0,heather flores dvm,36,male,0,554
30923.0,2022-08-30 21:23:47,books,244,1,5063,cash,55,0.0,timothy peters,55,female,0,244
35971.0,2020-09-21 07:34:58,electronics,190,4,4674,credit card,52,1.0,robert richardson,52,male,0,760
12389.0,2022-12-30 13:54:09,clothing,372,4,4466,paypal,57,0.0,eric rollins,57,male,0,1488
17102.0,2021-07-26 18:54:37,books,163,3,398,crypto,52,0.0,donald rangel,52,female,0,489
27440.0,2022-06-29 17:16:41,books,367,3,5300,cash,67,0.0,andrea sullivan,67,female,0,1101
30136.0,2021-01-01 05:06:48,clothing,436,4,739,cash,50,0.0,rebecca good,50,male,0,1744
4856.0,2021-02-06 08:40:00,clothing,216,3,1113,credit card,43,0.0,christopher knox,43,female,0,648
45887.0,2021-05-11 23:54:05,electronics,470,2,4067,cash,65,0.0,lauren taylor,65,male,0,940
20541.0,2021-11-17 10:04:56,clothing,294,4,1222,paypal,32,0.0,mackenzie jones,32,male,0,1176
3273.0,2020-03-10 18:27:13,clothing,29,2,885,paypal,20,1.0,alyssa douglas,20,male,1,58
29056.0,2020-10-08 12:59:45,electronics,477,1,3880,paypal,58,0.0,lawrence krause,58,female,0,477
22715.0,2021-05-26 15:10:47,clothing,191,3,1643,credit card,70,1.0,mark davis,70,female,0,573
836.0,2022-02-12 14:45:10,clothing,72,3,4801,cash,42,1.0,daniel edwards,42,male,0,216
18629.0,2021-01-17 05:29:25,clothing,102,3,4897,cash,70,1.0,benjamin lopez,70,male,1,306
7564.0,2020-03-18 16:06:46,books,295,1,4414,credit card,44,1.0,mr. daniel herring,44,female,0,295
4198.0,2021-03-27 17:53:00,books,115,5,376,cash,31,1.0,john smith,31,male,1,575
43845.0,2021-06-02 05:40:23,books,457,2,3908,cash,66,1.0,kristen weaver,66,female,0,914
34982.0,2021-04-04 17:19:48,electronics,236,5,4313,credit card,69,0.0,kimberly martinez,69,male,1,1180
9777.0,2023-03-21 04:52:44,electronics,21,5,3593,cash,67,0.0,thomas fuller,67,female,0,105
31941.0,2020-11-02 18:20:09,clothing,282,2,2751,cash,65,1.0,nicholas edwards,65,male,1,564
47811.0,2022-02-02 16:35:28,clothing,358,1,1284,crypto,19,1.0,elizabeth myers,19,female,0,358
38559.0,2023-02-27 01:19:42,clothing,73,3,2196,paypal,56,1.0,jessica coleman,56,male,0,219
36611.0,2022-01-24 23:58:07,books,169,1,3580,credit card,37,0.0,jocelyn jensen,37,male,1,169
45633.0,2023-08-06 09:24:42,clothing,449,2,3001,credit card,32,1.0,jeffery lee,32,male,0,898
31918.0,2021-01-27 03:57:42,clothing,160,5,2059,cash,28,0.0,jose mason,28,female,0,800
49871.0,2023-03-08 18:36:56,books,50,2,909,cash,34,0.0,michael padilla,34,male,0,100
4444.0,2022-11-25 16:46:53,clothing,111,1,3973,credit card,69,0.0,fernando patel,69,male,0,111
22099.0,2020-12-07 14:31:03,electronics,338,2,1234,paypal,66,1.0,dylan white,66,female,0,676
43932.0,2021-06-29 07:49:46,clothing,143,4,4861,cash,50,0.0,carl scott,50,male,0,572
10871.0,2021-06-22 08:42:02,electronics,219,1,1611,credit card,52,1.0,laurie jones,52,female,1,219
44703.0,2021-06-10 18:43:08,clothing,170,4,1956,credit card,31,0.0,patricia martin,31,male,0,680
25647.0,2022-06-13 06:33:33,home,472,4,5178,crypto,36,0.0,tiffany tate,36,male,1,1888
45026.0,2021-06-16 09:09:27,books,25,3,4289,credit card,65,0.0,dave heath,65,female,0,75
1272.0,2022-11-17 07:04:32,electronics,394,3,4577,credit card,44,0.0,deborah hill,44,male,0,1182
48108.0,2022-09-03 13:29:32,clothing,372,2,651,cash,57,1.0,tracy white,57,male,0,744
43873.0,2021-12-22 16:52:41,books,237,2,4094,credit card,57,0.0,joseph murray,57,female,1,474
47203.0,2022-07-29 11:03:03,electronics,231,1,1618,cash,39,0.0,katherine blanchard,39,female,0,231
40343.0,2022-02-20 05:12:25,electronics,305,5,4411,paypal,59,0.0,kristen silva,59,male,0,1525
21351.0,2023-05-14 05:16:08,electronics,324,4,4156,paypal,49,1.0,annette washington,49,male,0,1296
31874.0,2020-12-10 19:01:18,electronics,307,1,3759,cash,66,0.0,diana vasquez,66,male,0,307
24757.0,2021-09-16 15:09:02,electronics,62,4,2857,paypal,35,1.0,andrea kennedy,35,female,0,248
26263.0,2021-03-27 07:05:23,clothing,235,1,3327,paypal,64,1.0,ethan hughes,64,female,0,235
44575.0,2023-04-24 08:38:18,electronics,133,2,3620,paypal,24,1.0,madison ramirez,24,male,0,266
3899.0,2020-06-27 02:26:54,clothing,242,3,1641,credit card,29,1.0,kelli munoz,29,male,0,726
13800.0,2023-03-27 21:58:42,books,375,3,3582,paypal,52,1.0,daniel mckay,52,male,0,1125
13256.0,2020-02-14 13:37:51,electronics,90,2,1794,credit card,64,0.0,kathy donovan,64,male,0,180
7203.0,2023-05-14 21:24:47,electronics,350,4,526,credit card,43,1.0,marcus wilson,43,female,0,1400
30761.0,2021-06-27 16:49:30,clothing,437,1,2324,credit card,43,1.0,samuel vega,43,female,0,437
4335.0,2021-06-23 07:04:02,books,438,4,910,credit card,23,1.0,jeffery stevenson,23,female,1,1752
20935.0,2020-12-01 06:27:44,electronics,369,5,4924,credit card,26,1.0,amber anthony,26,male,0,1845
41482.0,2020-01-18 13:04:20,electronics,135,5,1389,crypto,59,1.0,christopher schaefer,59,male,1,675
8436.0,2020-08-25 03:16:39,home,172,1,2147,credit card,54,0.0,bryan vincent,54,female,0,172
24494.0,2023-07-14 19:30:45,home,205,5,3679,cash,65,1.0,johnathan lin,65,female,1,1025
22454.0,2022-09-08 13:15:29,books,426,1,474,credit card,24,0.0,kristi blackwell,24,male,0,426
12678.0,2023-01-05 03:57:01,books,419,2,3111,paypal,54,0.0,vincent chavez,54,male,0,838
12367.0,2020-12-11 16:02:55,clothing,449,3,3252,credit card,38,0.0,kelly hughes,38,male,0,1347
2757.0,2020-11-01 19:18:42,electronics,227,5,3737,cash,26,0.0,dr. aaron anderson phd,26,female,0,1135
37519.0,2020-10-19 16:20:31,books,261,3,4339,cash,57,0.0,christopher brown,57,male,0,783
6088.0,2020-12-31 01:59:27,home,287,4,4644,credit card,36,1.0,linda wolfe,36,male,0,1148
15263.0,2022-07-10 14:30:11,books,250,4,5039,paypal,58,0.0,madison andrade,58,male,0,1000
10741.0,2020-05-09 22:13:24,clothing,477,3,4511,crypto,63,0.0,autumn owens,63,male,0,1431
35634.0,2022-10-19 08:22:25,electronics,281,3,1085,credit card,63,0.0,james rogers,63,male,1,843
46268.0,2021-09-02 05:14:10,clothing,470,3,1749,paypal,22,1.0,mr. jared jones,22,female,0,1410
2427.0,2022-12-13 08:48:06,home,448,3,642,crypto,53,0.0,jessica henson,53,female,1,1344
45922.0,2020-03-29 09:24:15,books,99,4,1873,credit card,67,0.0,stephen bond,67,female,1,396
2479.0,2022-12-06 00:47:42,home,247,1,5205,cash,67,0.0,frederick mcpherson,67,female,0,247
48719.0,2021-08-02 17:02:12,home,273,5,505,paypal,67,1.0,jerome davenport,67,male,0,1365
46125.0,2023-04-15 21:15:47,electronics,455,4,2882,crypto,18,1.0,erin crane,18,female,0,1820
42843.0,2021-07-10 03:55:16,books,323,1,4692,credit card,67,0.0,ryan lawrence,67,female,0,323
26398.0,2022-07-22 18:39:03,home,461,2,3521,paypal,34,1.0,mary sullivan,34,male,0,922
29841.0,2020-11-11 06:14:38,electronics,95,3,4654,cash,29,0.0,ashley pace,29,female,0,285
27959.0,2022-08-19 05:32:27,home,213,3,5113,credit card,60,0.0,jack peterson,60,male,0,639
23745.0,2022-12-18 20:33:46,books,291,4,2602,credit card,28,1.0,james rose,28,male,0,1164
12745.0,2021-04-12 14:09:18,electronics,453,1,4973,credit card,62,0.0,gregory colon,62,female,0,453
12989.0,2021-06-12 03:32:59,clothing,46,1,3455,cash,37,0.0,kevin castillo,37,female,0,46
17986.0,2021-06-12 22:17:27,electronics,491,2,1191,credit card,52,0.0,dillon le,52,male,1,982
40409.0,2020-03-28 17:22:00,clothing,473,1,5153,credit card,42,0.0,jason perez,42,male,0,473
255.0,2021-03-19 00:51:02,electronics,435,2,2743,paypal,23,0.0,jordan juarez,23,female,0,870
25354.0,2020-02-28 23:52:50,clothing,299,5,1927,credit card,65,1.0,tina jennings,65,female,0,1495
29176.0,2021-12-17 06:57:30,books,313,1,4672,paypal,50,0.0,megan todd,50,female,0,313
32131.0,2023-07-20 09:22:15,electronics,400,2,1548,credit card,69,1.0,martha martinez,69,female,0,800
44177.0,2021-03-06 01:49:10,home,156,2,1663,credit card,56,0.0,fred santiago,56,female,0,312
37330.0,2022-10-05 02:12:02,books,45,2,4820,credit card,39,0.0,jennifer diaz,39,female,0,90
20170.0,2020-07-12 15:25:25,books,101,3,3423,crypto,32,1.0,luis smith,32,female,0,303
8954.0,2021-06-23 15:14:33,clothing,118,1,3581,credit card,64,1.0,stephanie moore,64,male,0,118
3421.0,2022-07-25 07:23:12,books,68,2,1003,credit card,37,0.0,susan rogers,37,female,0,136
47078.0,2020-02-02 12:22:51,home,330,3,3209,crypto,28,0.0,raymond marsh,28,male,0,990
8282.0,2022-11-22 00:45:11,clothing,59,5,4922,credit card,66,0.0,robert lamb,66,male,0,295
24147.0,2020-11-24 21:05:54,books,141,4,688,paypal,45,0.0,rachel jennings,45,female,0,564
25581.0,2023-01-03 01:08:20,electronics,138,4,3924,credit card,61,0.0,bonnie ramirez,61,female,0,552
49184.0,2021-06-28 00:38:34,electronics,157,1,3922,paypal,57,0.0,joseph martin,57,female,0,157
20401.0,2022-04-16 01:51:24,electronics,205,5,3342,paypal,33,0.0,caleb lewis,33,male,0,1025
689.0,2021-10-12 12:11:29,books,148,1,3752,cash,38,1.0,sarah humphrey,38,male,0,148
6864.0,2023-06-11 18:46:11,clothing,221,5,1543,credit card,25,1.0,alyssa martin,25,male,0,1105
29298.0,2022-07-22 09:30:32,clothing,373,5,4131,cash,65,0.0,christopher contreras,65,female,0,1865
17398.0,2020-01-14 00:42:33,electronics,54,4,2314,crypto,29,0.0,emily walton,29,female,0,216
16748.0,2020-09-19 00:54:08,electronics,178,1,3072,credit card,65,1.0,james schultz,65,female,1,178
30882.0,2022-11-30 13:49:17,clothing,370,5,3397,credit card,49,0.0,angel martin,49,female,0,1850
41379.0,2022-12-10 16:12:59,clothing,371,4,3736,paypal,70,0.0,rachel huang,70,female,0,1484
14796.0,2021-02-13 19:43:15,electronics,393,5,3800,paypal,37,0.0,joseph torres,37,male,0,1965
44132.0,2022-09-20 13:40:52,books,399,2,3404,crypto,34,0.0,kenneth obrien,34,female,0,798
25047.0,2023-08-02 22:52:49,clothing,170,4,1431,cash,22,1.0,paul dodson,22,male,1,680
401.0,2020-11-06 18:10:28,electronics,220,2,3631,credit card,32,1.0,christine lawson,32,female,0,440
4064.0,2020-02-04 13:11:26,electronics,177,1,2027,cash,69,1.0,jean butler,69,female,0,177
46958.0,2021-04-13 01:35:37,books,411,5,5227,cash,55,0.0,marie adams,55,male,0,2055
32941.0,2023-04-10 16:43:52,books,265,1,4998,paypal,54,1.0,alexander zimmerman,54,male,0,265
11731.0,2020-08-04 16:49:00,clothing,417,4,2952,credit card,65,0.0,steven johnson,65,female,0,1668
29525.0,2020-11-20 09:09:14,electronics,120,2,1682,paypal,22,1.0,ryan smith,22,male,0,240
34405.0,2021-09-16 10:39:53,books,428,3,1638,credit card,39,0.0,michael johnson,39,male,1,1284
16115.0,2022-03-05 08:55:23,books,103,4,4650,credit card,42,0.0,audrey schmidt,42,male,0,412
41167.0,2021-07-22 00:57:45,books,340,3,3648,credit card,20,1.0,brandon horton,20,female,0,1020
39317.0,2020-11-27 23:37:47,clothing,344,4,3853,cash,40,1.0,kevin sullivan,40,male,0,1376
44200.0,2021-02-02 02:12:31,electronics,264,1,3586,paypal,70,1.0,jason clark,70,female,0,264
17452.0,2022-03-09 07:58:03,books,120,3,1614,cash,44,0.0,zachary edwards,44,female,1,360
4138.0,2020-05-07 23:33:20,books,234,2,2506,paypal,64,0.0,lawrence clark,64,male,0,468
42067.0,2022-03-14 16:30:28,home,235,5,4954,credit card,35,0.0,jennifer beck,35,male,1,1175
26917.0,2023-01-12 06:15:27,books,125,1,1721,paypal,23,1.0,alicia copeland,23,female,0,125
26354.0,2022-07-07 05:06:08,books,424,4,3398,cash,67,0.0,judy gibson,67,female,0,1696
7267.0,2022-07-22 20:45:39,clothing,134,4,2067,paypal,26,0.0,paula mcclure,26,male,0,536
17112.0,2020-11-11 20:12:02,electronics,200,2,3326,paypal,26,0.0,alexis martin,26,female,0,400
15311.0,2022-04-01 20:28:10,electronics,87,5,4247,cash,19,0.0,katie miranda,19,male,1,435
27395.0,2020-05-30 14:24:54,clothing,442,1,390,credit card,33,1.0,erika strickland,33,female,0,442
19698.0,2021-04-20 11:39:53,home,474,4,2892,credit card,46,0.0,kelsey scott,46,male,0,1896
30401.0,2021-11-16 13:54:35,books,250,1,1497,credit card,30,0.0,peter donovan,30,male,1,250
16350.0,2022-08-14 23:48:10,electronics,313,2,2316,paypal,40,0.0,mr. jacob hill jr.,40,female,0,626
4675.0,2020-10-05 20:46:20,electronics,262,2,860,paypal,43,0.0,lindsay rodriguez,43,female,0,524
7060.0,2021-09-15 13:35:21,books,332,2,2843,cash,18,0.0,melissa stewart,18,female,0,664
17994.0,2023-07-14 22:54:50,home,64,2,952,cash,55,0.0,sarah waters,55,female,1,128
24487.0,2020-02-12 23:07:01,books,320,5,2445,paypal,54,1.0,maria lewis,54,male,0,1600
15447.0,2021-06-20 05:35:36,clothing,225,4,874,credit card,27,1.0,brandi sweeney,27,female,0,900
42996.0,2020-11-05 06:14:38,clothing,224,3,759,credit card,23,1.0,joseph scott,23,male,0,672
39082.0,2021-07-15 11:53:30,home,45,1,1667,cash,58,0.0,jennifer hooper,58,male,0,45
35071.0,2022-06-06 01:05:27,clothing,259,1,2001,credit card,18,1.0,kristy day,18,female,0,259
42738.0,2020-08-07 15:08:28,home,28,4,2753,cash,27,0.0,sandra west,27,female,0,112
15256.0,2020-04-09 00:28:49,home,262,5,2973,credit card,19,0.0,michael chavez,19,female,0,1310
3205.0,2023-01-01 03:04:45,home,48,4,3316,cash,64,1.0,claudia oliver,64,female,0,192
10711.0,2021-07-18 06:20:52,clothing,26,3,4928,credit card,30,0.0,jose carr,30,male,0,78
12672.0,2022-08-24 17:37:32,books,236,5,1738,cash,53,0.0,emily miller,53,male,1,1180
10537.0,2021-01-08 15:38:22,home,483,1,2530,paypal,40,0.0,ann garza,40,female,0,483
4285.0,2020-11-28 09:43:30,home,126,2,4405,cash,65,1.0,april singh,65,female,0,252
17659.0,2023-02-21 06:02:20,books,199,4,2600,paypal,28,0.0,michael christian,28,male,0,796
47301.0,2023-05-18 00:32:46,clothing,152,4,1303,paypal,23,1.0,brian duarte,23,male,0,608
46482.0,2021-07-29 08:00:11,books,139,1,5009,cash,26,1.0,johnny cortez dds,26,female,0,139
13159.0,2020-10-20 14:21:08,home,352,5,211,credit card,25,0.0,christopher everett,25,female,0,1760
25274.0,2021-12-09 01:12:19,books,164,4,3381,cash,52,1.0,dr. krystal patton,52,female,0,656
12413.0,2021-06-19 17:18:20,books,42,5,3714,credit card,50,1.0,michael burke,50,male,0,210
2489.0,2020-04-13 14:45:37,clothing,374,2,3029,credit card,62,0.0,gina henderson,62,female,0,748
30177.0,2020-07-27 02:30:07,clothing,147,1,1305,credit card,60,1.0,susan evans,60,female,1,147
44826.0,2020-09-15 12:19:19,electronics,95,3,4633,paypal,67,0.0,michael payne,67,male,0,285
44190.0,2022-12-24 15:19:25,electronics,426,3,1609,paypal,27,1.0,jordan rodriguez dds,27,male,0,1278
35219.0,2021-05-17 23:19:44,books,394,1,314,paypal,50,0.0,andre coleman,50,male,1,394
11774.0,2020-12-21 06:17:38,home,469,1,3248,crypto,31,0.0,sarah mckinney,31,female,0,469
9740.0,2022-09-06 23:08:00,electronics,319,2,2078,credit card,20,0.0,loretta davidson,20,male,1,638
49287.0,2022-08-18 05:44:00,books,276,2,3965,credit card,31,0.0,stacie villarreal,31,female,0,552
46406.0,2021-12-11 19:40:00,clothing,410,3,4015,crypto,35,1.0,dawn dean,35,female,1,1230
31971.0,2021-12-03 12:57:12,electronics,267,2,2783,cash,40,0.0,adam rodriguez,40,female,0,534
31208.0,2023-03-04 14:46:59,electronics,115,5,1612,paypal,46,1.0,scott burns,46,female,0,575
34733.0,2021-09-06 08:13:51,clothing,178,2,825,cash,30,0.0,kevin hoover,30,male,0,356
43622.0,2023-01-19 14:08:46,books,343,4,5066,credit card,23,1.0,sarah lawson,23,female,0,1372
38023.0,2023-02-01 13:36:06,books,287,5,2233,crypto,28,0.0,teresa benson,28,female,0,1435
35192.0,2020-09-25 21:53:03,electronics,486,5,4003,cash,30,1.0,christian miller,30,female,1,2430
48278.0,2020-04-16 22:43:24,clothing,409,1,4781,paypal,63,0.0,joshua knapp,63,male,0,409
19294.0,2021-12-24 13:16:07,home,79,5,2167,cash,61,1.0,julia houston,61,male,0,395
4272.0,2022-05-28 07:41:43,books,294,5,5295,credit card,62,0.0,kimberly rangel,62,female,0,1470
10973.0,2021-10-26 10:36:52,clothing,67,5,512,credit card,35,0.0,sonya glover,35,female,1,335
12929.0,2022-02-12 10:21:09,books,42,3,1593,cash,66,0.0,robert evans,66,female,0,126
22995.0,2021-12-26 04:55:19,books,465,4,2638,credit card,70,1.0,kristina hill,70,female,0,1860
44898.0,2023-01-02 18:34:56,books,487,1,1439,credit card,47,1.0,taylor roman,47,male,0,487
14959.0,2021-11-29 15:30:11,home,439,3,3039,crypto,45,0.0,amy warren,45,male,0,1317
44984.0,2020-04-13 11:14:35,clothing,322,1,1600,paypal,38,0.0,patrick donaldson,38,male,0,322
30979.0,2022-08-24 15:47:15,clothing,148,3,4900,crypto,52,0.0,angela miller,52,male,0,444
7352.0,2020-07-04 19:06:27,clothing,46,3,628,paypal,41,0.0,william hill,41,male,0,138
40929.0,2022-07-04 16:17:50,home,419,3,1652,credit card,37,0.0,michael webb,37,male,0,1257
24417.0,2023-08-13 04:24:01,clothing,258,4,2979,cash,30,0.0,john miller,30,male,1,1032
18328.0,2021-04-15 19:33:20,books,354,5,5035,credit card,64,0.0,andrew parker,64,male,0,1770
20158.0,2021-07-08 16:07:47,home,198,5,2064,credit card,63,0.0,curtis allen,63,male,1,990
40030.0,2021-08-02 23:55:12,electronics,118,2,3557,paypal,38,0.0,teresa williamson,38,female,0,236
159.0,2023-08-06 18:35:12,books,319,5,164,crypto,24,1.0,eric garrett,24,female,0,1595
21925.0,2022-08-21 05:23:05,books,355,3,3786,paypal,48,1.0,michelle reid,48,male,0,1065
25861.0,2022-12-03 14:19:35,books,366,5,3769,credit card,47,0.0,phillip santos,47,female,1,1830
8779.0,2022-01-29 13:22:34,home,389,4,4531,paypal,48,1.0,kenneth cruz,48,male,0,1556
46761.0,2022-05-21 13:18:19,home,120,5,3685,cash,43,1.0,courtney green,43,female,0,600
2823.0,2020-01-26 04:16:50,books,43,4,454,paypal,22,0.0,lisa craig,22,female,0,172
39661.0,2022-09-10 12:48:59,clothing,319,3,3107,paypal,69,0.0,stephanie wade,69,male,0,957
19906.0,2020-09-08 21:51:07,books,385,2,1165,cash,20,0.0,angela ross,20,female,0,770
48678.0,2021-05-21 08:21:18,clothing,309,5,941,credit card,43,1.0,peter quinn,43,female,0,1545
27205.0,2020-07-09 05:42:12,home,337,3,3315,credit card,53,1.0,edward murphy,53,male,0,1011
13526.0,2020-12-21 15:38:19,home,301,2,2666,crypto,67,0.0,thomas bass,67,female,0,602
12682.0,2020-07-24 20:00:18,books,101,4,3889,paypal,65,1.0,jay gill,65,male,0,404
16068.0,2022-01-01 00:14:36,books,357,4,4990,paypal,45,1.0,melissa james,45,male,0,1428
1494.0,2020-07-08 05:10:32,home,268,4,4170,cash,56,0.0,melissa koch,56,female,0,1072
33297.0,2022-04-24 19:37:34,books,224,3,3274,paypal,52,0.0,kelly walker,52,female,0,672
5707.0,2020-03-16 00:52:11,home,232,4,4305,credit card,51,1.0,scott crosby,51,male,1,928
25797.0,2020-03-15 00:09:18,electronics,210,4,2794,cash,57,0.0,jordan tucker,57,male,0,840
47564.0,2023-05-10 10:31:22,clothing,419,1,2661,paypal,26,0.0,melanie hayes,26,male,0,419
10188.0,2023-05-27 14:40:45,home,312,3,1351,crypto,56,0.0,john watson,56,male,1,936
28306.0,2020-11-08 03:21:02,clothing,226,3,1911,cash,19,0.0,alexis rodriguez,19,female,0,678
4422.0,2021-11-23 21:23:36,books,272,1,4443,credit card,62,1.0,angela joyce,62,male,0,272
26345.0,2020-09-16 18:08:27,home,32,2,1067,paypal,34,1.0,lee romero,34,male,0,64
31168.0,2022-02-19 19:58:16,electronics,191,1,1603,credit card,34,0.0,stephanie baker,34,female,0,191
44908.0,2020-01-29 04:22:25,books,118,2,1780,credit card,67,1.0,nancy huang,67,female,0,236
31144.0,2022-07-25 12:30:15,clothing,140,4,3683,cash,59,1.0,erin rivera,59,male,1,560
